sc01,sc02,sc03,sc04,sc05,sc06,sc07,sc08,sc09,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25,sc26,sc27,sc28,sc29,sc30,sc31,sc32,sc33,sc34,sc35,sc36,sc37,sc38,sc39,sc40,sc41,sc42,sc43,sc44,sc45,sc46,sc47,sc48,sc49,sc50,sc51,sc52,sc53,sc54,sc55,sc56,sc57,sc58,sc59,sc60,sc61,sc62,sc63,sc64,sc65,sc66,sc67,sc68,sc69,sc70,sc71,sc72,sc73,sc74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.306031273,0.275247665,0.30272744,0.295060864,0.262114723,0.294337217,0.270517591,0.291842246,0.301387605,0.276987671,0.267660522,0.263922134,0.271792509,0.310139815,0.26060315,0.264188172,0.295796093,0.278796659,0.294744474,0.288906198,0.297344213,0.295738384,0.290308104,0.28156809,0.301722793,0.269382868,0.298617571,0.276380903,0.280833206,0.26161049,0.27459676,0.286921927,0.279399104,0.289175194,0.275058293,0.291230989,0.286683449,0.288414189,0.273927733,0.286876006,0.275601973,0.284590478,0.254475107,0.27692599,0.274133421,0.27922762,0.292927127,0.288111955,0.287717932,0.304664208,0.290566533,0.292771376,0.304306796,0.29343366,0.274956264,0.286510883,0.273787827,0.268746521,0.284414258,0.293966113,0.290834009,0.284635788,0.272422882,0.298048357,0.275394307,0.289266143,0.2955361,0.273865915,0.270701498,0.285152532,0.292615188,0.296376699,0.29596793,0.281372786
0.314168804,0.276269523,0.287461385,0.293077121,0.265155411,0.279711359,0.283749952,0.292764506,0.292340539,0.294604469,0.275002956,0.268986212,0.287085663,0.316991961,0.28729978,0.270443715,0.286103206,0.274090061,0.300550439,0.289947483,0.298158239,0.290234687,0.29317166,0.285492571,0.31209899,0.267598207,0.286456599,0.301536861,0.310492501,0.278623731,0.275784576,0.3147635,0.278811295,0.280808215,0.28464585,0.289275679,0.291092873,0.289040122,0.27282064,0.268215879,0.28144547,0.283494903,0.280290012,0.275336344,0.271781945,0.300137983,0.296964912,0.284380526,0.289203532,0.30891595,0.290699675,0.290368869,0.311339901,0.300661283,0.285610294,0.300732525,0.298201606,0.267002103,0.302153594,0.298415145,0.282427154,0.297435968,0.281523378,0.281413321,0.301663853,0.286148253,0.294388894,0.287547859,0.296507608,0.307507635,0.284591682,0.286589982,0.291896693,0.291440646
0.318836686,0.288206361,0.306419156,0.306753906,0.289829782,0.302214051,0.290112724,0.307808533,0.306276971,0.30068854,0.29733814,0.296002479,0.291857759,0.325357266,0.28163841,0.299916934,0.285616734,0.294845657,0.302691373,0.29358167,0.306596418,0.307934796,0.30640415,0.310491723,0.296450433,0.293628386,0.301184142,0.296913819,0.312995429,0.28968528,0.28960908,0.315641836,0.287099697,0.2824432,0.289965986,0.320114733,0.307149578,0.301300754,0.280209249,0.282865449,0.287836541,0.302307785,0.272887927,0.295670836,0.270672943,0.293661192,0.289961815,0.275897526,0.312370906,0.299382531,0.301595993,0.297961745,0.295352488,0.303044217,0.285488656,0.286622606,0.284638417,0.294772505,0.314728357,0.30345326,0.289103804,0.310726322,0.291725503,0.292451226,0.303148889,0.312459098,0.288157535,0.29320985,0.283950234,0.320186328,0.300568213,0.300083386,0.298089984,0.297306455
0.329615169,0.312834605,0.294891923,0.302013294,0.309017226,0.308255306,0.329313535,0.304607128,0.301723879,0.304152544,0.32462241,0.306868446,0.31858763,0.324990038,0.304889504,0.313113046,0.30459604,0.329376545,0.297445687,0.292781857,0.324972076,0.296113671,0.322824059,0.301454939,0.296850972,0.312550497,0.304632903,0.29918996,0.327335814,0.305193908,0.298249954,0.291672287,0.301276446,0.320128331,0.314222818,0.28605747,0.335774021,0.304273068,0.303037792,0.303826661,0.296041247,0.317279258,0.306072246,0.304607073,0.285520251,0.285014438,0.310561289,0.319604327,0.304324167,0.297016424,0.319737619,0.285960351,0.314199119,0.335655664,0.311814543,0.326270508,0.305097766,0.31836952,0.324048344,0.287105007,0.312013304,0.304732747,0.294764357,0.321123013,0.297656378,0.312817023,0.315093677,0.315146618,0.325413858,0.289043406,0.320474485,0.296064027,0.307489993,0.298480831
0.329647677,0.32518598,0.298400873,0.319991977,0.331064663,0.298764099,0.307740011,0.309607064,0.314662056,0.313101299,0.321325313,0.320479557,0.309777742,0.323825345,0.313483462,0.319056766,0.315600519,0.329876965,0.302893886,0.308749675,0.321244405,0.320785398,0.310225271,0.299532528,0.302079028,0.314537353,0.305848602,0.303559459,0.319915466,0.302467627,0.319332605,0.307066041,0.283300121,0.315972622,0.324824125,0.322288917,0.33935551,0.313264068,0.309752678,0.325767835,0.312407612,0.345624401,0.316220122,0.314073768,0.304943349,0.289646368,0.304920258,0.330207683,0.318144227,0.322635791,0.316284811,0.315003782,0.331139724,0.344569251,0.335224512,0.333387738,0.313623196,0.324543558,0.327664874,0.300117492,0.318250231,0.324550558,0.321625364,0.323760209,0.308566894,0.317961036,0.337707599,0.316104418,0.320182656,0.300732094,0.312609658,0.292251189,0.321498487,0.311425521
0.345538145,0.318996067,0.324987404,0.320403168,0.314377841,0.315074736,0.318718694,0.333132959,0.323118837,0.32813151,0.339598095,0.334824009,0.322106367,0.344685864,0.327541698,0.327089912,0.316871723,0.33145422,0.311901989,0.32026729,0.338737973,0.324005074,0.331158038,0.300275459,0.310992375,0.331138605,0.315346834,0.307372382,0.339975808,0.327663203,0.327657712,0.318192996,0.302778525,0.310681944,0.33146712,0.317012768,0.327586728,0.3258338,0.3458985,0.316714125,0.320070065,0.326199533,0.321333958,0.343683282,0.312734129,0.32507395,0.299254484,0.325366523,0.339234396,0.330800873,0.338376455,0.311319255,0.341054113,0.343659738,0.314588469,0.34382311,0.309006765,0.321664083,0.333169901,0.30894936,0.321567915,0.318355069,0.340567423,0.31510394,0.30841125,0.307536952,0.329904726,0.329750809,0.321549432,0.321171,0.334856255,0.316755491,0.336551404,0.303503381
0.312003992,0.330102837,0.336365484,0.32875021,0.341593625,0.330198954,0.347982326,0.325005368,0.31553042,0.320436113,0.318701961,0.344322793,0.341304357,0.338034237,0.329281233,0.339633238,0.329961073,0.344384774,0.351910229,0.335601991,0.333852642,0.3160642,0.359038609,0.317177806,0.313024045,0.339649289,0.309645735,0.346437508,0.318204225,0.341662579,0.30933028,0.322161917,0.328282242,0.325120304,0.331850694,0.325368725,0.357451148,0.335361357,0.309945617,0.31674255,0.361063324,0.359169647,0.352448496,0.325709446,0.353541905,0.308030926,0.3126932,0.340589861,0.320363231,0.339941351,0.320636062,0.338106161,0.330330059,0.345437352,0.341099112,0.306742827,0.331929587,0.327874544,0.349374778,0.347056018,0.31885645,0.328453136,0.323757747,0.317617977,0.334465343,0.347614726,0.32779839,0.332812848,0.318454146,0.303448357,0.318900233,0.329689823,0.34416289,0.342105846
0.337147111,0.3187782,0.357789158,0.340020945,0.347257983,0.351821579,0.350724637,0.343570905,0.325001456,0.33892119,0.317860285,0.342992678,0.359175997,0.353058537,0.340299535,0.360653927,0.349677938,0.352079424,0.353723444,0.33837144,0.320955088,0.315795584,0.363502906,0.322322341,0.337263226,0.329716094,0.33618985,0.343161072,0.351893993,0.344040685,0.325127756,0.353724623,0.342821455,0.344489145,0.351906443,0.361286321,0.339332758,0.324835381,0.325495613,0.331148056,0.366639912,0.353152447,0.365397373,0.327894751,0.359175365,0.333664275,0.313896802,0.346488922,0.319130996,0.325038948,0.338739969,0.360379235,0.355926293,0.355991799,0.367069077,0.320258553,0.329503731,0.332649364,0.348893004,0.356300262,0.329477929,0.362564096,0.334949375,0.324576431,0.34501642,0.355774541,0.323918456,0.320252857,0.321829678,0.312800518,0.323580451,0.330095379,0.349047065,0.327594024
0.321572749,0.33297888,0.360169551,0.358257713,0.354784454,0.35186672,0.354243208,0.35212613,0.359846038,0.323544118,0.339227908,0.346660961,0.339033053,0.348889521,0.350200749,0.371493298,0.347909837,0.351562582,0.351296991,0.327903855,0.320802229,0.332726519,0.379076649,0.331403371,0.344288635,0.340306168,0.334640428,0.339180588,0.342796075,0.346572004,0.342733133,0.338615161,0.368644575,0.368780965,0.355242517,0.358495863,0.373229569,0.347219427,0.345749601,0.33724721,0.375396251,0.349140447,0.343089737,0.3520537,0.35943252,0.350744252,0.343255528,0.366753503,0.327174193,0.329096516,0.349479671,0.362187801,0.36667096,0.349342405,0.349032312,0.341232163,0.361603645,0.343742885,0.366342843,0.346866222,0.341345025,0.353175164,0.341872189,0.345346837,0.368509152,0.364793892,0.329260236,0.339111456,0.339366132,0.320875528,0.341125295,0.334677059,0.353252873,0.362603008
