Time(min),sc01,sc02,sc03,sc04,sc05,sc06,sc07,sc08,sc09,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25,sc26,sc27,sc28,sc29,sc30,sc31,sc32,sc33,sc34,sc35,sc36,sc37,sc38,sc39,sc40,sc41,sc42,sc43,sc44,sc45,sc46,sc47,sc48,sc49,sc50,sc51,sc52,sc53,sc54,sc55,sc56,sc57,sc58,sc59,sc60,sc61,sc62,sc63,sc64,sc65,sc66,sc67,sc68,sc69,sc70,sc71,sc72,sc73,sc74
50,0.00490225622559834,0.00365506802060279,0.00316077548046788,0.00285486941488826,0.00438688644264479,0.0026552925595175,0.00266610856999527,0.00451337174538688,0.00276118961606911,0.00341950903362379,0.00311284877867034,0.0044426275236293,0.00317247617729174,0.00335073809034577,0.00407755873755202,0.00272975698279794,0.00296152660434957,0.00289117659329989,0.00349956204343409,0.00439135068019432,0.00414554522340302,0.00406224590286438,0.00438477479035477,0.00389509939457885,0.00270060416222857,0.00459564153784909,0.00393838713065307,0.00361828377748773,0.00418222804929766,0.00453419879084252,0.00243839856085642,0.00481772753874983,0.00343316286727246,0.00290979148899558,0.00458531249542173,0.00321256129463815,0.00317454476887007,0.00408297133379151,0.00301120687859257,0.00253502200084914,0.00258844523102528,0.00412305402808694,0.00277257727970316,0.00272461059651839,0.00357144968390111,0.00357767226627754,0.00438672892032987,0.00234481505545844,0.00265396481513183,0.00389415015824002,0.00392441131345649,0.00436130677980132,0.00462740019356259,0.00478459112660146,0.00378859979278356,0.00391141428578756,0.00455189663935377,0.00342732835237186,0.00319028020685794,0.00347484903306519,0.00365020855820307,0.00441521787669811,0.00464084914635737,0.00293606673622641,0.00409527099873822,0.00302956139503972,0.00368282947945367,0.00375670745322086,0.00362826565040263,0.00449615796173555,0.00328486909430367,0.00266324390751964,0.00326031890331426,0.00256197648792949
55,0.00490225622559834,0.00365506802060279,0.00316077548046788,0.00285486941488826,0.00438688644264479,0.0026552925595175,0.00266610856999527,0.00451337174538688,0.00276118961606911,0.00341950903362379,0.00311284877867034,0.0044426275236293,0.00317247617729174,0.00335073809034577,0.00407755873755202,0.00272975698279794,0.00296152660434957,0.00289117659329989,0.00349956204343409,0.00439135068019432,0.00414554522340302,0.00406224590286438,0.00438477479035477,0.00389509939457885,0.00270060416222857,0.00459564153784909,0.00393838713065307,0.00361828377748773,0.00418222804929766,0.00453419879084252,0.00243839856085642,0.00481772753874983,0.00343316286727246,0.00290979148899558,0.00458531249542173,0.00321256129463815,0.00317454476887007,0.00408297133379151,0.00301120687859257,0.00253502200084914,0.00258844523102528,0.00412305402808694,0.00277257727970316,0.00272461059651839,0.00357144968390111,0.00357767226627754,0.00438672892032987,0.00234481505545844,0.00265396481513183,0.00389415015824002,0.00392441131345649,0.00436130677980132,0.00462740019356259,0.00478459112660146,0.00378859979278356,0.00391141428578756,0.00455189663935377,0.00342732835237186,0.00319028020685794,0.00347484903306519,0.00365020855820307,0.00441521787669811,0.00464084914635737,0.00293606673622641,0.00409527099873822,0.00302956139503972,0.00368282947945367,0.00375670745322086,0.00362826565040263,0.00449615796173555,0.00328486909430367,0.00266324390751964,0.00326031890331426,0.00256197648792949
60,0.00512775745618629,0.00347339998072199,0.00328358784821927,0.00491167957680082,0.00417219198185011,0.0043058292831336,0.00484873581208006,0.00316862977838516,0.00472913747260855,0.0039840916073957,0.00383876397687609,0.00280332382974422,0.00325602062614727,0.00292888807951104,0.00305147352926837,0.00275279999656547,0.00309469901000903,0.00292770770667493,0.0049176088697811,0.0033280465932746,0.00506410853527115,0.00394599102957737,0.00345007097016215,0.0036981975272126,0.00315183248269889,0.00442005302991404,0.00384097795583651,0.00380947080018387,0.00409685308099427,0.00265207431077342,0.00427823225302302,0.00402231876911806,0.00330558301323034,0.00383186638207565,0.00360065260781419,0.00377814274948976,0.0042895841883696,0.00326195521540181,0.00401077006371197,0.00292836171713861,0.00459844872986635,0.00627021198419765,0.00389931868525868,0.00353750655352801,0.00404295025956496,0.00244464841114002,0.00463596567215444,0.00368798222963805,0.00421476213120247,0.00509273016808336,0.00306129525900314,0.00401614894027273,0.0045437302782355,0.00376323335458556,0.00410680207912381,0.00308162019660428,0.00306813048637955,0.0028001511636851,0.00432432042558457,0.00452558774420782,0.00418080811663093,0.00395736685933608,0.00365773551384448,0.00332559680018599,0.0025475556705191,0.00368810688071941,0.0024871663426516,0.00376622987155195,0.00295032567422982,0.00325300219843723,0.00323213692973369,0.00445423732753359,0.00309876219708366,0.00443862183973629
65,0.00512775745618629,0.00347339998072199,0.00328358784821927,0.00491167957680082,0.00417219198185011,0.0043058292831336,0.00484873581208006,0.00316862977838516,0.00472913747260855,0.0039840916073957,0.00383876397687609,0.00280332382974422,0.00325602062614727,0.00292888807951104,0.00305147352926837,0.00275279999656547,0.00309469901000903,0.00292770770667493,0.0049176088697811,0.0033280465932746,0.00506410853527115,0.00394599102957737,0.00345007097016215,0.0036981975272126,0.00315183248269889,0.00442005302991404,0.00384097795583651,0.00380947080018387,0.00409685308099427,0.00265207431077342,0.00427823225302302,0.00402231876911806,0.00330558301323034,0.00383186638207565,0.00360065260781419,0.00377814274948976,0.0042895841883696,0.00326195521540181,0.00401077006371197,0.00292836171713861,0.00459844872986635,0.00627021198419765,0.00389931868525868,0.00353750655352801,0.00404295025956496,0.00244464841114002,0.00463596567215444,0.00368798222963805,0.00421476213120247,0.00509273016808336,0.00306129525900314,0.00401614894027273,0.0045437302782355,0.00376323335458556,0.00410680207912381,0.00308162019660428,0.00306813048637955,0.0028001511636851,0.00432432042558457,0.00452558774420782,0.00418080811663093,0.00395736685933608,0.00365773551384448,0.00332559680018599,0.0025475556705191,0.00368810688071941,0.0024871663426516,0.00376622987155195,0.00295032567422982,0.00325300219843723,0.00323213692973369,0.00445423732753359,0.00309876219708366,0.00443862183973629
70,0.00512775745618629,0.00347339998072199,0.00328358784821927,0.00491167957680082,0.00417219198185011,0.0043058292831336,0.00484873581208006,0.00316862977838516,0.00472913747260855,0.0039840916073957,0.00383876397687609,0.00280332382974422,0.00325602062614727,0.00292888807951104,0.00305147352926837,0.00275279999656547,0.00309469901000903,0.00292770770667493,0.0049176088697811,0.0033280465932746,0.00506410853527115,0.00394599102957737,0.00345007097016215,0.0036981975272126,0.00315183248269889,0.00442005302991404,0.00384097795583651,0.00380947080018387,0.00409685308099427,0.00265207431077342,0.00427823225302302,0.00402231876911806,0.00330558301323034,0.00383186638207565,0.00360065260781419,0.00377814274948976,0.0042895841883696,0.00326195521540181,0.00401077006371197,0.00292836171713861,0.00459844872986635,0.00627021198419765,0.00389931868525868,0.00353750655352801,0.00404295025956496,0.00244464841114002,0.00463596567215444,0.00368798222963805,0.00421476213120247,0.00509273016808336,0.00306129525900314,0.00401614894027273,0.0045437302782355,0.00376323335458556,0.00410680207912381,0.00308162019660428,0.00306813048637955,0.0028001511636851,0.00432432042558457,0.00452558774420782,0.00418080811663093,0.00395736685933608,0.00365773551384448,0.00332559680018599,0.0025475556705191,0.00368810688071941,0.0024871663426516,0.00376622987155195,0.00295032567422982,0.00325300219843723,0.00323213692973369,0.00445423732753359,0.00309876219708366,0.00443862183973629
75,0.00482312264648472,0.00468288300642478,0.00471269547643411,0.00325360898482459,0.00302838047325496,0.00317071767158513,0.00356633792992858,0.00322170796694769,0.00400469730440965,0.00419925892629388,0.00435039709926773,0.00342754284973583,0.0041030037384557,0.0054516068758752,0.00378484449758498,0.00515415234608911,0.00463225712145847,0.00470974894251327,0.00521614901108374,0.0037999670096129,0.00328619041001373,0.00337745518225786,0.00470291160998738,0.00314057233153361,0.00493876820842154,0.00275421167541273,0.00462053616550724,0.00520996356449431,0.00443482777049596,0.00274799703878223,0.00370669041781529,0.00303582068121799,0.00400290529164664,0.00263283578918201,0.00507032217062753,0.00360985727587647,0.00439756737877813,0.00351520031182029,0.0049464670065671,0.00353944225816547,0.00390165312822973,0.00502202845349036,0.00332813165539108,0.00457452852122999,0.00288160975259136,0.00344677857716878,0.00330049752638348,0.00313714046021007,0.00397023265104978,0.00284099614240657,0.00460299152341975,0.00425004324447775,0.00453011995859253,0.00413029291807124,0.00308141212722595,0.00321057874694835,0.00384068117627008,0.00298259984329861,0.00321008867798082,0.00356455895587237,0.00522078322595932,0.00501495955012047,0.00346756738494428,0.00317582350140253,0.0031251856966914,0.00264012046735172,0.00363956632259802,0.0041474344967174,0.00256276546466382,0.00358375649223407,0.00370672605839967,0.00407753497583824,0.00452153097747672,0.00293297744083699
80,0.00482312264648472,0.00468288300642478,0.00471269547643411,0.00325360898482459,0.00302838047325496,0.00317071767158513,0.00356633792992858,0.00322170796694769,0.00400469730440965,0.00419925892629388,0.00435039709926773,0.00342754284973583,0.0041030037384557,0.0054516068758752,0.00378484449758498,0.00515415234608911,0.00463225712145847,0.00470974894251327,0.00521614901108374,0.0037999670096129,0.00328619041001373,0.00337745518225786,0.00470291160998738,0.00314057233153361,0.00493876820842154,0.00275421167541273,0.00462053616550724,0.00520996356449431,0.00443482777049596,0.00274799703878223,0.00370669041781529,0.00303582068121799,0.00400290529164664,0.00263283578918201,0.00507032217062753,0.00360985727587647,0.00439756737877813,0.00351520031182029,0.0049464670065671,0.00353944225816547,0.00390165312822973,0.00502202845349036,0.00332813165539108,0.00457452852122999,0.00288160975259136,0.00344677857716878,0.00330049752638348,0.00313714046021007,0.00397023265104978,0.00284099614240657,0.00460299152341975,0.00425004324447775,0.00453011995859253,0.00413029291807124,0.00308141212722595,0.00321057874694835,0.00384068117627008,0.00298259984329861,0.00321008867798082,0.00356455895587237,0.00522078322595932,0.00501495955012047,0.00346756738494428,0.00317582350140253,0.0031251856966914,0.00264012046735172,0.00363956632259802,0.0041474344967174,0.00256276546466382,0.00358375649223407,0.00370672605839967,0.00407753497583824,0.00452153097747672,0.00293297744083699
85,0.00482312264648472,0.00468288300642478,0.00471269547643411,0.00325360898482459,0.00302838047325496,0.00317071767158513,0.00356633792992858,0.00322170796694769,0.00400469730440965,0.00419925892629388,0.00435039709926773,0.00342754284973583,0.0041030037384557,0.0054516068758752,0.00378484449758498,0.00515415234608911,0.00463225712145847,0.00470974894251327,0.00521614901108374,0.0037999670096129,0.00328619041001373,0.00337745518225786,0.00470291160998738,0.00314057233153361,0.00493876820842154,0.00275421167541273,0.00462053616550724,0.00520996356449431,0.00443482777049596,0.00274799703878223,0.00370669041781529,0.00303582068121799,0.00400290529164664,0.00263283578918201,0.00507032217062753,0.00360985727587647,0.00439756737877813,0.00351520031182029,0.0049464670065671,0.00353944225816547,0.00390165312822973,0.00502202845349036,0.00332813165539108,0.00457452852122999,0.00288160975259136,0.00344677857716878,0.00330049752638348,0.00313714046021007,0.00397023265104978,0.00284099614240657,0.00460299152341975,0.00425004324447775,0.00453011995859253,0.00413029291807124,0.00308141212722595,0.00321057874694835,0.00384068117627008,0.00298259984329861,0.00321008867798082,0.00356455895587237,0.00522078322595932,0.00501495955012047,0.00346756738494428,0.00317582350140253,0.0031251856966914,0.00264012046735172,0.00363956632259802,0.0041474344967174,0.00256276546466382,0.00358375649223407,0.00370672605839967,0.00407753497583824,0.00452153097747672,0.00293297744083699
90,0.00343793969383677,0.00440466829883823,0.00316477591925819,0.00529033074639474,0.00449780349447493,0.00429019087313524,0.00545749666932141,0.00498054374591487,0.00345662305468694,0.00277065062520172,0.00356704831390144,0.00427163580834717,0.00407673833977417,0.00378269502041406,0.00505100709235216,0.00409284049729928,0.00321790635802574,0.00457262507241741,0.00537216916013533,0.00415165240370538,0.00449423190416409,0.00549941098334123,0.0046930212860639,0.00529860842950901,0.00445439284645061,0.003897724038018,0.00360078922046462,0.00553193167145414,0.0042890574191938,0.00519137067333857,0.00496025974919338,0.00300128165598995,0.00408982151277222,0.00311201933666548,0.00288449436104656,0.00428632626910697,0.00341063433921536,0.00386963360591119,0.00411224576516894,0.00465230290095285,0.00367605547425118,0.00500734554939852,0.00347043873571822,0.0048161859585238,0.00483373696094188,0.00339524742831437,0.00373078721988445,0.00263084155570596,0.00402659624010016,0.00488781668295139,0.00342599498935783,0.00395201039529028,0.00414363942519149,0.00279279329144167,0.00485821784349632,0.00369201775636588,0.00506850427928142,0.00306869328149826,0.00317367219128669,0.00330282407772495,0.00281894777829379,0.00426459608499728,0.00292549913319251,0.00508922522278266,0.00515717294011885,0.00366359737967963,0.0035928572883519,0.0037600119788797,0.00358336848635431,0.00461048384151565,0.00403004386991939,0.0033760514202211,0.00372831384062393,0.00271533620692615
95,0.00343793969383677,0.00440466829883823,0.00316477591925819,0.00529033074639474,0.00449780349447493,0.00429019087313524,0.00545749666932141,0.00498054374591487,0.00345662305468694,0.00277065062520172,0.00356704831390144,0.00427163580834717,0.00407673833977417,0.00378269502041406,0.00505100709235216,0.00409284049729928,0.00321790635802574,0.00457262507241741,0.00537216916013533,0.00415165240370538,0.00449423190416409,0.00549941098334123,0.0046930212860639,0.00529860842950901,0.00445439284645061,0.003897724038018,0.00360078922046462,0.00553193167145414,0.0042890574191938,0.00519137067333857,0.00496025974919338,0.00300128165598995,0.00408982151277222,0.00311201933666548,0.00288449436104656,0.00428632626910697,0.00341063433921536,0.00386963360591119,0.00411224576516894,0.00465230290095285,0.00367605547425118,0.00500734554939852,0.00347043873571822,0.0048161859585238,0.00483373696094188,0.00339524742831437,0.00373078721988445,0.00263084155570596,0.00402659624010016,0.00488781668295139,0.00342599498935783,0.00395201039529028,0.00414363942519149,0.00279279329144167,0.00485821784349632,0.00369201775636588,0.00506850427928142,0.00306869328149826,0.00317367219128669,0.00330282407772495,0.00281894777829379,0.00426459608499728,0.00292549913319251,0.00508922522278266,0.00515717294011885,0.00366359737967963,0.0035928572883519,0.0037600119788797,0.00358336848635431,0.00461048384151565,0.00403004386991939,0.0033760514202211,0.00372831384062393,0.00271533620692615
